reaction,minimum,maximum,minimum_status,maximum_status,blocked_at_tol
r_0634,0.0,0.0,optimal,optimal,True
r_0635,0.0,0.0,optimal,optimal,True
r_0636,0.0,0.0,optimal,optimal,True
r_0637,0.0,0.0,optimal,optimal,True
r_0638,0.0,0.0,optimal,optimal,True
r_0639,0.0,0.0,optimal,optimal,True
r_0640,0.0,0.0,optimal,optimal,True
r_0641,0.0,0.0,optimal,optimal,True
r_0642,0.0,0.0,optimal,optimal,True
r_0643,0.0,0.0,optimal,optimal,True
r_0644,0.0,0.0,optimal,optimal,True
r_0645,0.0,0.0,optimal,optimal,True
r_0646,0.0,6.241076353098232,optimal,optimal,False
r_0647,0.0,6.241076353104682,optimal,optimal,False
r_0648,0.0,6.241076353112755,optimal,optimal,False
r_0649,0.0,6.2410763531309685,optimal,optimal,False
